0.000000 0.168267 0.970040 -0.000035 
0.002738 0.151014 0.972760 -0.000035 
0.005476 0.133714 0.975179 -0.000034 
0.008214 0.116373 0.977295 -0.000034 
0.010951 0.098996 0.979107 -0.000034 
0.013689 0.081588 0.980616 -0.000033 
0.016427 0.064155 0.981820 -0.000033 
0.019165 0.046701 0.982719 -0.000033 
0.021903 0.029234 0.983313 -0.000032 
0.024641 0.011757 0.983601 -0.000032 
0.027379 -0.005724 0.983583 -0.000031 
0.030116 -0.023203 0.983259 -0.000031 
0.032854 -0.040674 0.982630 -0.000031 
0.035592 -0.058133 0.981695 -0.000030 
0.038330 -0.075574 0.980454 -0.000030 
0.041068 -0.092991 0.978908 -0.000029 
0.043806 -0.110379 0.977058 -0.000029 
0.046543 -0.127733 0.974903 -0.000029 
0.049281 -0.145048 0.972445 -0.000028 
0.052019 -0.162317 0.969684 -0.000028 
0.054757 -0.179535 0.966621 -0.000027 
0.057495 -0.196698 0.963257 -0.000027 
0.060233 -0.213799 0.959593 -0.000026 
0.062971 -0.230834 0.955631 -0.000026 
0.065708 -0.247797 0.951370 -0.000025 
0.068446 -0.264682 0.946814 -0.000025 
0.071184 -0.281486 0.941962 -0.000024 
0.073922 -0.298201 0.936818 -0.000024 
0.076660 -0.314824 0.931381 -0.000023 
0.079398 -0.331349 0.925655 -0.000022 
0.082136 -0.347770 0.919640 -0.000022 
0.084873 -0.364083 0.913339 -0.000021 
0.087611 -0.380283 0.906753 -0.000021 
0.090349 -0.396365 0.899885 -0.000020 
0.093087 -0.412323 0.892738 -0.000020 
0.095825 -0.428153 0.885312 -0.000019 
0.098563 -0.443849 0.877611 -0.000018 
0.101300 -0.459408 0.869637 -0.000018 
0.104038 -0.474824 0.861392 -0.000017 
0.106776 -0.490092 0.852879 -0.000017 
0.109514 -0.505207 0.844102 -0.000016 
0.112252 -0.520166 0.835062 -0.000015 
0.114990 -0.534963 0.825762 -0.000015 
0.117728 -0.549593 0.816206 -0.000014 
0.120465 -0.564053 0.806396 -0.000014 
0.123203 -0.578338 0.796336 -0.000013 
0.125941 -0.592443 0.786029 -0.000012 
0.128679 -0.606365 0.775478 -0.000012 
0.131417 -0.620098 0.764686 -0.000011 
0.134155 -0.633639 0.753657 -0.000010 
0.136893 -0.646984 0.742395 -0.000010 
0.139630 -0.660128 0.730902 -0.000009 
0.142368 -0.673068 0.719183 -0.000008 
0.145106 -0.685799 0.707241 -0.000008 
0.147844 -0.698318 0.695081 -0.000007 
0.150582 -0.710621 0.682705 -0.000006 
0.153320 -0.722704 0.670119 -0.000006 
0.156057 -0.734564 0.657325 -0.000005 
0.158795 -0.746197 0.644328 -0.000004 
0.161533 -0.757599 0.631132 -0.000004 
0.164271 -0.768768 0.617741 -0.000003 
0.167009 -0.779699 0.604160 -0.000002 
0.169747 -0.790390 0.590392 -0.000002 
0.172485 -0.800837 0.576442 -0.000001 
0.175222 -0.811038 0.562315 -0.000000 
0.177960 -0.820989 0.548015 0.000000 
0.180698 -0.830687 0.533546 0.000001 
0.183436 -0.840130 0.518913 0.000002 
0.186174 -0.849315 0.504121 0.000002 
0.188912 -0.858239 0.489173 0.000003 
0.191650 -0.866899 0.474076 0.000004 
0.194387 -0.875294 0.458833 0.000004 
0.197125 -0.883420 0.443450 0.000005 
0.199863 -0.891275 0.427930 0.000006 
0.202601 -0.898858 0.412280 0.000006 
0.205339 -0.906165 0.396503 0.000007 
0.208077 -0.913196 0.380605 0.000008 
0.210815 -0.919947 0.364591 0.000008 
0.213552 -0.926417 0.348466 0.000009 
0.216290 -0.932605 0.332234 0.000010 
0.219028 -0.938508 0.315901 0.000010 
0.221766 -0.944125 0.299471 0.000011 
0.224504 -0.949455 0.282950 0.000012 
0.227242 -0.954496 0.266344 0.000012 
0.229979 -0.959246 0.249656 0.000013 
0.232717 -0.963705 0.232892 0.000014 
0.235455 -0.967872 0.216058 0.000014 
0.238193 -0.971744 0.199158 0.000015 
0.240931 -0.975322 0.182198 0.000016 
0.243669 -0.978605 0.165182 0.000016 
0.246407 -0.981591 0.148117 0.000017 
0.249144 -0.984280 0.131006 0.000017 
0.251882 -0.986672 0.113857 0.000018 
0.254620 -0.988766 0.096672 0.000019 
0.257358 -0.990562 0.079459 0.000019 
0.260096 -0.992058 0.062221 0.000020 
0.262834 -0.993256 0.044965 0.000020 
0.265572 -0.994155 0.027696 0.000021 
0.268309 -0.994755 0.010418 0.000022 
0.271047 -0.995056 -0.006864 0.000022 
0.273785 -0.995057 -0.024143 0.000023 
0.276523 -0.994761 -0.041415 0.000023 
0.279261 -0.994166 -0.058674 0.000024 
0.281999 -0.993273 -0.075916 0.000024 
0.284736 -0.992083 -0.093135 0.000025 
0.287474 -0.990596 -0.110326 0.000025 
0.290212 -0.988813 -0.127485 0.000026 
0.292950 -0.986735 -0.144605 0.000026 
0.295688 -0.984362 -0.161682 0.000027 
0.298426 -0.981696 -0.178711 0.000027 
0.301164 -0.978738 -0.195686 0.000028 
0.303901 -0.975488 -0.212604 0.000028 
0.306639 -0.971948 -0.229458 0.000029 
0.309377 -0.968119 -0.246244 0.000029 
0.312115 -0.964003 -0.262957 0.000030 
0.314853 -0.959601 -0.279592 0.000030 
0.317591 -0.954915 -0.296144 0.000030 
0.320329 -0.949946 -0.312608 0.000031 
0.323066 -0.944696 -0.328980 0.000031 
0.325804 -0.939166 -0.345255 0.000032 
0.328542 -0.933360 -0.361428 0.000032 
0.331280 -0.927277 -0.377494 0.000032 
0.334018 -0.920921 -0.393448 0.000033 
0.336756 -0.914294 -0.409287 0.000033 
0.339493 -0.907398 -0.425005 0.000034 
0.342231 -0.900235 -0.440598 0.000034 
0.344969 -0.892807 -0.456062 0.000034 
0.347707 -0.885117 -0.471392 0.000035 
0.350445 -0.877167 -0.486583 0.000035 
0.353183 -0.868961 -0.501632 0.000035 
0.355921 -0.860499 -0.516534 0.000035 
